Company_ID,Domain,Founding_Year,Country,City,Funding_Stage,Total_Funding_USD_Millions,Valuation_USD_Millions,Revenue_ARR_Millions,Monthly_Burn_Rate_Millions,Runway_Months_2024,Peak_Headcount_2023,Layoffs_2024_2025,Current_Headcount_2026,Investor_Tier,AI_Adoption_Level,Acquisition_Status
E79990C9,ClimateTech,2019,China,Hangzhou,Series A,14.86,159.98,6.28,0.77,17.1,70,26,44,Corporate VC (e.g. Google Ventures),High,Acquired
81D46414,HealthTech,2017,USA,New York,Pre-IPO,82.53,512.26,18.08,1.1,68.8,99,0,99,Tier 3 (Angel/Seed),High,Independent
DA0D4E92,FinTech,2021,USA,Seattle,Seed,1.21,28.83,2.43,0.17,4.5,12,6,6,Tier 2 (Mid-size VC),Medium,Acquired
D098C251,FinTech,2020,USA,Miami,Series B,6.3,76.65,5.12,0.25,18.0,22,0,22,Tier 3 (Angel/Seed),Medium,Acquired
3702BB76,Web3/Crypto,2021,Germany,Munich,Series A,0.0,8.67,0.45,0.33,0.0,31,23,8,Bootstrapped,None,Closed
B77178A6,Robotics,2016,China,Hangzhou,Series C+,38.44,317.77,16.48,1.73,21.0,168,0,168,Tier 2 (Mid-size VC),High,Acquired
8C94320F,Autonomous Vehicles,2017,UK,Cambridge,Series A,3.6,37.7,2.48,0.73,4.3,48,22,26,Corporate VC (e.g. Google Ventures),None,Independent
B7D430DF,Generative AI,2017,UK,Oxford,Series A,2.6,31.22,1.42,0.49,4.4,39,0,39,Corporate VC (e.g. Google Ventures),Low,Independent
1FBE6F56,FinTech,2022,China,Shenzhen,Seed,0.0,31.2,1.41,0.57,0.0,45,0,45,Bootstrapped,Medium,Closed
FBA4C951,ClimateTech,2018,USA,New York,Series A,6.17,82.11,13.44,0.54,9.6,30,0,30,Tier 3 (Angel/Seed),None,Independent
8E56B03C,Robotics,2021,USA,Austin,Pre-IPO,712.39,4255.11,758.08,27.97,25.4,2499,0,2499,Tier 3 (Angel/Seed),Low,IPO
9D4C2D8A,HealthTech,2021,USA,Seattle,Series A,5.25,32.89,1.47,0.77,6.0,39,26,13,Tier 3 (Angel/Seed),Medium,Closed
7FC33E89,FinTech,2021,Germany,Munich,Series C+,37.96,423.06,17.5,2.35,15.5,126,31,95,Tier 2 (Mid-size VC),Medium,Independent
0AAFF8E9,Cybersecurity,2018,UK,Cambridge,Series B,11.27,111.56,6.8,1.29,8.1,69,31,38,Tier 2 (Mid-size VC),High,Independent
28DDECBA,Generative AI,2017,USA,Austin,Series A,11.23,49.02,2.46,0.73,13.5,52,0,52,Tier 3 (Angel/Seed),High,Independent
D83B8AF8,Robotics,2019,USA,Boston,Series A,11.76,50.96,7.78,0.47,20.6,38,0,38,Tier 3 (Angel/Seed),Low,Independent
EF2E1EA6,Generative AI,2022,USA,Boston,Series B,57.53,351.37,35.82,3.45,16.2,216,0,216,Tier 2 (Mid-size VC),High,Independent
C5E2A637,Robotics,2021,Israel,Tel Aviv,Series B,0.0,36.67,1.98,0.62,0.0,45,0,45,Bootstrapped,Medium,Independent
5DEA8D31,Web3/Crypto,2017,France,Paris,Series B,37.54,383.42,41.96,1.65,21.5,112,74,38,Corporate VC (e.g. Google Ventures),High,Acquired (Fire Sale)
0BA3DCA8,FinTech,2018,USA,San Francisco,Seed,0.84,12.69,0.71,0.38,1.8,22,0,22,Corporate VC (e.g. Google Ventures),High,Independent
193333D2,Cybersecurity,2013,India,Mumbai,Series A,10.25,121.75,21.78,0.97,9.6,67,0,67,Tier 3 (Angel/Seed),Low,Independent
314688D5,Cybersecurity,2014,USA,Boston,Seed,0.89,25.17,1.03,0.37,1.9,29,0,29,Corporate VC (e.g. Google Ventures),Medium,Acquired
CA78D616,HealthTech,2021,UK,London,Series C+,43.4,218.8,10.99,3.15,13.4,196,72,124,Tier 3 (Angel/Seed),High,Independent
ED197DF5,Generative AI,2019,USA,Seattle,Seed,3.35,40.06,7.64,0.47,5.9,43,16,27,Corporate VC (e.g. Google Ventures),High,Independent
968B06F0,Generative AI,2016,UK,Oxford,Seed,7.31,75.89,7.22,0.73,8.8,40,0,40,Tier 2 (Mid-size VC),High,Independent
BB089D8B,ClimateTech,2018,USA,Austin,Post-IPO,241.07,2237.81,74.71,9.9,24.1,537,235,302,"Tier 1 (e.g. Sequoia, a16z)",High,Independent
EAF33924,Cybersecurity,2019,USA,New York,Seed,1.26,25.73,0.89,0.27,3.4,23,0,23,Tier 2 (Mid-size VC),Medium,Independent
34701E98,Generative AI,2017,China,Beijing,Pre-IPO,441.29,2005.34,72.26,16.92,25.9,1442,0,1442,Tier 3 (Angel/Seed),Medium,Independent
A51A5C70,FinTech,2021,USA,Austin,Series A,21.07,186.78,7.45,1.29,15.2,76,13,63,Tier 3 (Angel/Seed),Medium,Acquired
87441606,ClimateTech,2022,USA,Seattle,Series A,2.24,29.87,1.21,0.38,4.7,27,10,17,Tier 3 (Angel/Seed),None,Independent
21BD1D05,FinTech,2016,USA,Miami,Series B,20.47,171.78,5.84,1.23,15.4,109,24,85,"Tier 1 (e.g. Sequoia, a16z)",Low,Closed
74BB0B85,Generative AI,2020,France,Lyon,Series C+,125.24,1423.28,108.43,8.48,14.6,520,131,389,"Tier 1 (e.g. Sequoia, a16z)",High,Independent
C8EF753E,Robotics,2019,France,Lyon,Series A,6.48,78.94,3.33,0.21,20.9,18,0,18,Tier 2 (Mid-size VC),High,Independent
5D9BF03B,Generative AI,2015,India,Hyderabad,Series A,3.08,41.37,1.68,0.26,8.6,18,0,18,Tier 2 (Mid-size VC),Medium,Independent
E528E322,Generative AI,2023,India,Mumbai,Series A,5.72,58.75,2.04,0.51,9.4,31,16,15,Corporate VC (e.g. Google Ventures),High,Closed
5613C197,Generative AI,2018,UK,Oxford,Series C+,85.15,838.05,45.61,3.72,22.3,284,0,284,Corporate VC (e.g. Google Ventures),Low,Closed
584B1DA3,FinTech,2021,USA,Miami,Seed,1.41,13.68,0.51,0.4,2.8,24,12,12,Tier 3 (Angel/Seed),High,Independent
C4E039E2,Generative AI,2013,India,Mumbai,Seed,0.0,31.86,1.15,0.06,0.0,5,0,5,Bootstrapped,Low,Closed
1F765A8C,ClimateTech,2017,Canada,Vancouver,Series B,12.5,104.69,4.04,0.61,17.6,56,7,49,Tier 3 (Angel/Seed),Medium,Acquired
D27915F4,HealthTech,2022,USA,New York,Seed,2.46,37.48,1.36,0.92,2.4,47,14,33,Tier 2 (Mid-size VC),High,Acquired
804DF40D,EdTech,2016,USA,Seattle,Series A,29.73,241.27,23.18,2.61,11.0,155,48,107,Corporate VC (e.g. Google Ventures),None,Independent
36B73396,HealthTech,2020,USA,Boston,Series B,56.31,487.77,51.34,4.81,11.5,313,149,164,"Tier 1 (e.g. Sequoia, a16z)",Low,Closed
140079E1,EdTech,2014,USA,New York,Series B,52.59,221.4,8.2,3.1,16.4,174,40,134,Tier 2 (Mid-size VC),Low,Closed
33039312,ClimateTech,2018,China,Shenzhen,Series B,20.26,156.38,9.79,1.45,13.1,130,36,94,Tier 3 (Angel/Seed),Medium,Independent
48BCD7CA,Generative AI,2019,Japan,Kyoto,Seed,4.75,60.52,3.71,0.36,10.3,28,0,28,Tier 3 (Angel/Seed),High,Independent
833BBC0B,SpaceTech,2017,USA,San Francisco,Seed,5.68,45.45,2.69,0.34,12.9,24,0,24,Tier 3 (Angel/Seed),High,Closed
46E04BDC,SpaceTech,2020,China,Hangzhou,Seed,0.0,2.35,0.12,0.18,0.0,12,0,12,Bootstrapped,High,Independent
C7AD5A57,EdTech,2017,India,Delhi NCR,Seed,2.09,28.85,3.69,0.38,4.4,30,0,30,"Tier 1 (e.g. Sequoia, a16z)",Low,Independent
32FD4246,SpaceTech,2016,Singapore,Singapore,Seed,0.5,10.36,0.52,0.25,1.4,17,0,17,Tier 2 (Mid-size VC),High,Acquired
E083A750,Generative AI,2023,USA,Boston,Series A,50.29,277.75,20.63,1.35,34.7,125,0,125,Tier 3 (Angel/Seed),Low,Acquired
FE080FAC,HealthTech,2022,USA,Austin,Series A,12.86,95.01,3.61,0.7,16.1,47,0,47,Tier 2 (Mid-size VC),Medium,Closed
4021134E,Generative AI,2020,USA,San Francisco,Series C+,207.22,2141.78,265.04,13.45,15.3,766,128,638,Corporate VC (e.g. Google Ventures),High,Independent
8BF25E5E,Generative AI,2020,USA,New York,Seed,14.44,122.75,13.46,0.67,18.8,53,0,53,Tier 2 (Mid-size VC),None,Closed
5878CDCE,SpaceTech,2019,USA,San Francisco,Post-IPO,518.31,4138.23,210.88,16.27,31.7,968,0,968,Tier 3 (Angel/Seed),Medium,Independent
F6D50427,HealthTech,2016,Germany,Munich,Seed,1.36,25.91,1.77,0.25,3.9,13,5,8,Tier 3 (Angel/Seed),High,Independent
5F4A0B2C,Autonomous Vehicles,2021,Canada,Montreal,Series B,20.47,202.34,11.97,2.96,6.7,154,66,88,"Tier 1 (e.g. Sequoia, a16z)",High,Independent
66F0703C,Generative AI,2019,UK,Cambridge,Series B,306.79,1028.3,46.45,25.12,12.2,1377,0,1377,Tier 2 (Mid-size VC),High,Independent
B8E9E202,HealthTech,2020,USA,Miami,Seed,0.91,16.75,2.57,0.2,3.0,13,0,13,Tier 2 (Mid-size VC),High,Independent
54E456C6,HealthTech,2019,USA,Seattle,Series C+,336.13,2238.99,142.13,28.54,11.7,1754,677,1077,"Tier 1 (e.g. Sequoia, a16z)",High,Independent
E0F95806,Robotics,2015,Israel,Jerusalem,Series B,19.98,235.6,20.38,0.8,22.2,55,0,55,Tier 2 (Mid-size VC),High,Independent
99F0F544,Cybersecurity,2021,Singapore,Singapore,Series A,50.32,522.13,36.57,2.17,22.2,145,0,145,Tier 3 (Angel/Seed),Medium,Independent
D1F38E4C,FinTech,2017,USA,New York,Seed,0.62,20.26,1.02,0.21,2.0,18,9,9,Tier 2 (Mid-size VC),None,Independent
AFAC3E22,FinTech,2019,USA,Miami,Series B,128.29,1454.29,78.15,10.72,11.9,612,327,285,"Tier 1 (e.g. Sequoia, a16z)",Low,Acquired (Fire Sale)
A5B46DB4,Cybersecurity,2025,UK,London,Series B,4.79,34.09,1.49,0.18,17.1,13,0,13,Corporate VC (e.g. Google Ventures),Low,Independent
D808293F,Generative AI,2020,Germany,Munich,Series B,13.2,74.44,3.68,0.58,19.4,30,0,30,Tier 3 (Angel/Seed),High,Independent
BAD32B1F,ClimateTech,2020,China,Beijing,Seed,1.75,16.39,0.66,0.41,3.4,21,14,7,Tier 2 (Mid-size VC),Medium,Acquired (Fire Sale)
B40BC599,Robotics,2013,USA,Seattle,Seed,3.08,29.12,1.64,0.2,10.3,20,0,20,"Tier 1 (e.g. Sequoia, a16z)",Low,Acquired
AAFEAC7D,Generative AI,2018,USA,New York,Seed,3.89,27.83,2.19,0.44,7.2,39,16,23,Tier 2 (Mid-size VC),Low,Closed
D8A4619F,Generative AI,2024,China,Beijing,Seed,1.78,21.49,1.76,0.12,8.1,11,7,4,"Tier 1 (e.g. Sequoia, a16z)",High,Closed
A049A6C0,ClimateTech,2020,China,Beijing,Seed,1.83,29.24,1.13,0.55,2.8,29,14,15,Tier 2 (Mid-size VC),Medium,Acquired
9224C1DF,Generative AI,2021,USA,San Francisco,Series A,8.18,63.58,2.93,0.73,9.9,39,0,39,Tier 3 (Angel/Seed),Low,Independent
891E4C03,SpaceTech,2014,USA,New York,Series C+,59.7,333.79,12.99,1.54,36.4,137,0,137,Tier 2 (Mid-size VC),Low,Independent
61C14D13,HealthTech,2021,France,Lyon,Seed,1.69,20.73,3.36,0.52,2.7,33,13,20,Tier 2 (Mid-size VC),High,Independent
AB6762C7,HealthTech,2023,France,Paris,Series A,3.22,51.57,5.92,0.32,7.7,22,0,22,"Tier 1 (e.g. Sequoia, a16z)",Medium,Independent
019C87E7,Autonomous Vehicles,2021,USA,Miami,Post-IPO,358.93,3944.01,133.52,20.89,17.1,1293,0,1293,Tier 2 (Mid-size VC),High,Closed
6D12CC19,Autonomous Vehicles,2019,Germany,Berlin,Series C+,30.54,153.24,9.43,1.72,16.8,127,0,127,Corporate VC (e.g. Google Ventures),High,Independent
4C568F7F,SpaceTech,2018,USA,Boston,Series C+,1325.09,13023.82,1209.1,67.08,19.7,6408,0,6408,Tier 3 (Angel/Seed),Low,Acquired
240A4AD9,SpaceTech,2022,Germany,Munich,Seed,3.61,35.59,2.34,0.91,3.6,51,13,38,Tier 3 (Angel/Seed),High,Independent
8E87BA12,FinTech,2021,Germany,Berlin,Seed,1.23,27.43,1.94,0.24,3.6,16,0,16,Tier 3 (Angel/Seed),Medium,Independent
8D7E6821,SpaceTech,2020,Canada,Montreal,Series A,6.61,78.89,3.29,0.23,20.0,19,0,19,Tier 2 (Mid-size VC),Low,IPO
2089B7E1,Generative AI,2019,China,Shanghai,Seed,2.02,35.02,1.44,0.72,2.5,42,0,42,Tier 2 (Mid-size VC),None,Acquired
E77E576B,Robotics,2012,India,Bengaluru,Series B,33.73,287.69,13.91,1.0,30.7,85,17,68,Tier 2 (Mid-size VC),Medium,Independent
45E1CCDF,ClimateTech,2023,USA,New York,Seed,7.27,74.33,6.23,0.72,8.9,61,0,61,"Tier 1 (e.g. Sequoia, a16z)",Low,Independent
DB77D41D,EdTech,2020,China,Shanghai,Series A,13.09,60.8,2.59,0.46,23.4,35,0,35,Tier 3 (Angel/Seed),Low,Acquired
8235E146,ClimateTech,2018,China,Shanghai,Series A,7.31,46.28,1.57,1.11,6.0,60,0,60,"Tier 1 (e.g. Sequoia, a16z)",High,Independent
1D546CFB,Generative AI,2015,India,Hyderabad,Post-IPO,493.97,2615.85,106.28,12.16,40.3,1085,0,1085,Tier 3 (Angel/Seed),High,Independent
557D282E,ClimateTech,2019,USA,San Francisco,Series A,9.1,90.72,3.32,0.42,17.5,27,7,20,Tier 2 (Mid-size VC),Medium,Closed
B92F5BA5,Web3/Crypto,2020,USA,Seattle,Seed,6.25,78.49,2.93,0.48,10.8,37,28,9,Tier 3 (Angel/Seed),High,Acquired (Fire Sale)
91512A76,Generative AI,2013,China,Shenzhen,Series A,6.5,60.83,4.14,0.33,15.1,25,0,25,Tier 3 (Angel/Seed),High,Independent
A7FFA1D5,Web3/Crypto,2021,USA,San Francisco,Seed,2.99,29.58,1.02,0.13,13.0,9,4,5,Tier 2 (Mid-size VC),Low,Acquired
5060849D,FinTech,2020,China,Shanghai,Series B,0.0,27.38,2.12,0.16,0.0,11,0,11,Bootstrapped,High,Independent
24061246,HealthTech,2022,Israel,Jerusalem,Series A,11.21,72.48,5.85,0.49,19.0,42,0,42,Tier 3 (Angel/Seed),Medium,Independent
7EDDA171,Generative AI,2013,USA,New York,Series C+,201.94,847.17,36.26,10.02,20.0,639,133,506,Tier 3 (Angel/Seed),High,Independent
FC992FC2,FinTech,2020,USA,San Francisco,Series A,10.15,63.92,3.84,0.88,10.4,45,0,45,Tier 3 (Angel/Seed),Medium,Independent
CB557B0A,Generative AI,2023,USA,San Francisco,Seed,1.86,21.71,3.91,0.24,5.5,19,0,19,Corporate VC (e.g. Google Ventures),High,Closed
E42569A7,Generative AI,2017,Israel,Jerusalem,Series B,97.15,1020.32,35.5,4.61,20.6,255,0,255,Tier 2 (Mid-size VC),High,Independent
03A8B9F1,ClimateTech,2019,Japan,Kyoto,Series C+,63.99,642.43,27.04,5.19,12.1,306,74,232,Tier 3 (Angel/Seed),High,Independent
C84F733B,HealthTech,2015,USA,Seattle,Seed,1.08,20.47,0.85,0.15,4.3,11,3,8,Corporate VC (e.g. Google Ventures),Low,Acquired
D591BB54,Robotics,2019,Singapore,Singapore,Series A,36.93,393.05,14.91,2.04,17.3,186,71,115,"Tier 1 (e.g. Sequoia, a16z)",None,Independent
2C42147B,Robotics,2016,USA,Austin,Seed,1.07,25.36,3.11,0.42,2.1,38,0,38,Tier 3 (Angel/Seed),Medium,Independent
877D6C74,HealthTech,2019,India,Hyderabad,Seed,0.58,19.89,3.25,0.66,0.8,50,19,31,Tier 2 (Mid-size VC),None,Independent
18F4B4E8,ClimateTech,2018,USA,New York,Series C+,138.64,856.96,39.21,9.55,14.4,632,0,632,"Tier 1 (e.g. Sequoia, a16z)",Medium,Independent
21B41182,Cybersecurity,2021,Canada,Montreal,Series B,58.46,341.09,21.73,2.12,26.3,184,0,184,Tier 2 (Mid-size VC),Medium,Acquired
FF64CFD5,FinTech,2019,USA,San Francisco,Series B,33.47,268.34,27.09,2.97,10.9,177,0,177,Tier 2 (Mid-size VC),None,Independent
5A9D0743,ClimateTech,2018,India,Bengaluru,Pre-IPO,167.06,1573.8,105.19,10.64,15.6,729,254,475,Tier 3 (Angel/Seed),High,Independent
626CACF3,SpaceTech,2021,UK,London,Seed,18.47,116.04,6.84,1.2,14.2,61,0,61,"Tier 1 (e.g. Sequoia, a16z)",High,Independent
895A32B6,SpaceTech,2020,Canada,Toronto,Series A,9.5,64.33,3.53,0.8,10.6,69,36,33,"Tier 1 (e.g. Sequoia, a16z)",Low,Acquired (Fire Sale)
A5F1B839,Generative AI,2020,China,Shanghai,Seed,3.92,49.23,2.72,0.33,9.1,23,0,23,Tier 2 (Mid-size VC),Medium,Independent
81CF08ED,FinTech,2019,Canada,Montreal,Seed,1.3,15.61,0.54,0.78,1.5,50,23,27,Tier 2 (Mid-size VC),Low,Independent
6D245EEC,EdTech,2020,USA,Miami,Seed,0.79,17.3,0.77,0.54,1.2,42,14,28,Tier 3 (Angel/Seed),Low,Independent
93323C84,HealthTech,2020,India,Bengaluru,Series B,48.32,443.01,36.39,4.7,10.1,320,154,166,Tier 3 (Angel/Seed),High,Independent
F286F246,Generative AI,2020,Israel,Tel Aviv,Series C+,68.02,521.36,37.64,6.74,9.9,430,201,229,Tier 3 (Angel/Seed),Medium,Independent
15EEFE2A,SpaceTech,2019,India,Bengaluru,Series C+,213.91,882.36,30.86,9.73,21.8,523,44,479,Corporate VC (e.g. Google Ventures),Medium,Closed
3A9298F6,Generative AI,2019,China,Shanghai,Seed,2.53,14.08,1.27,0.34,5.7,22,7,15,Tier 3 (Angel/Seed),Medium,Independent
F4B997CF,Generative AI,2022,USA,New York,Seed,3.87,52.23,8.02,0.44,7.2,25,0,25,"Tier 1 (e.g. Sequoia, a16z)",Medium,Closed
0FBA7BFC,Generative AI,2023,USA,San Francisco,Seed,14.56,173.96,11.25,0.85,15.3,67,11,56,Tier 2 (Mid-size VC),High,Independent
40CF6C9E,Generative AI,2019,Canada,Montreal,Series B,16.33,85.31,12.17,0.86,17.0,73,0,73,Tier 2 (Mid-size VC),High,Independent
8B924DEB,Robotics,2021,Israel,Tel Aviv,Series A,14.53,109.47,5.54,1.15,11.6,69,35,34,Tier 3 (Angel/Seed),Low,Closed
E645CFD7,FinTech,2017,Japan,Tokyo,Seed,3.66,32.57,1.29,0.29,9.4,22,12,10,"Tier 1 (e.g. Sequoia, a16z)",Medium,Closed
D8F538C8,FinTech,2023,USA,Boston,Seed,2.25,30.63,2.34,0.55,3.5,47,15,32,Tier 2 (Mid-size VC),High,Independent
4CF58755,FinTech,2018,USA,New York,Seed,0.63,16.41,0.84,0.68,0.8,43,0,43,Tier 2 (Mid-size VC),None,Independent
B1556735,Generative AI,2016,USA,Austin,Series A,15.84,140.24,5.46,1.59,9.4,84,0,84,Tier 2 (Mid-size VC),None,Closed
58A3D65C,FinTech,2025,Canada,Toronto,Series A,12.74,77.16,2.88,0.45,23.2,36,0,36,Tier 3 (Angel/Seed),High,Acquired
EBEACCC2,Robotics,2012,USA,San Francisco,Pre-IPO,218.27,1200.74,190.5,12.24,17.7,733,199,534,Tier 2 (Mid-size VC),Medium,Independent
E37B218D,Web3/Crypto,2019,USA,San Francisco,Series A,8.0,83.2,3.02,0.56,12.1,44,29,15,"Tier 1 (e.g. Sequoia, a16z)",High,Closed
0EB3B483,HealthTech,2013,China,Hangzhou,Series B,3.29,28.73,4.69,0.43,6.2,23,14,9,Tier 2 (Mid-size VC),Low,Closed
A8EAAFD0,Generative AI,2022,Germany,Berlin,Series A,94.47,672.45,36.22,4.75,19.5,424,151,273,Tier 3 (Angel/Seed),High,Independent
7E07250A,HealthTech,2014,France,Paris,Seed,1.04,25.0,1.58,0.87,1.1,46,26,20,Tier 2 (Mid-size VC),None,Acquired (Fire Sale)
E1F84233,Robotics,2021,UK,Cambridge,Series B,13.45,118.06,5.62,0.55,20.7,34,0,34,Tier 3 (Angel/Seed),Medium,Independent
F569F7AF,Robotics,2019,USA,Boston,Seed,3.0,43.62,1.76,0.64,4.1,47,22,25,Tier 2 (Mid-size VC),Low,Independent
E8B2B6A9,HealthTech,2022,Germany,Berlin,Series B,5.48,52.85,2.0,0.38,11.4,37,0,37,Tier 3 (Angel/Seed),None,Independent
47FBBB48,Web3/Crypto,2015,UK,Oxford,Series B,98.42,395.55,27.7,2.43,38.9,133,70,63,Tier 2 (Mid-size VC),High,Acquired (Fire Sale)
2DB86C42,HealthTech,2021,Israel,Tel Aviv,Post-IPO,393.45,3359.9,125.24,22.98,17.0,2057,640,1417,Tier 2 (Mid-size VC),Low,Independent
776A19C9,Generative AI,2021,USA,New York,Seed,1.46,22.39,0.75,0.33,3.4,24,13,11,Tier 2 (Mid-size VC),Medium,Closed
F0D783B8,HealthTech,2019,UK,Cambridge,Series C+,54.25,259.62,13.26,2.65,19.7,162,0,162,Corporate VC (e.g. Google Ventures),Medium,Independent
582EAEF3,ClimateTech,2019,Japan,Tokyo,Series A,17.53,130.49,14.65,0.96,16.5,56,21,35,"Tier 1 (e.g. Sequoia, a16z)",High,Independent
73FFD190,Robotics,2012,USA,San Francisco,Series C+,41.62,422.71,23.95,1.91,20.7,124,0,124,Tier 3 (Angel/Seed),Low,Independent
94B998FA,Cybersecurity,2020,USA,San Francisco,Series A,3.52,21.48,1.91,0.61,5.0,40,0,40,Tier 2 (Mid-size VC),Medium,Independent
20032D99,HealthTech,2022,China,Shanghai,Seed,7.9,47.82,2.68,0.66,10.4,36,17,19,Tier 3 (Angel/Seed),High,Closed
2786989B,Generative AI,2023,China,Hangzhou,Series C+,328.18,2290.14,131.88,8.7,37.3,583,0,583,Corporate VC (e.g. Google Ventures),Medium,Closed
4588FDD3,ClimateTech,2020,France,Lyon,Seed,0.59,24.75,1.07,0.45,1.1,40,17,23,Tier 3 (Angel/Seed),High,Independent
B1F642EF,Web3/Crypto,2014,USA,Austin,Seed,2.77,27.25,1.06,0.61,3.9,37,32,5,Corporate VC (e.g. Google Ventures),High,Closed
2E48BEC4,EdTech,2019,India,Delhi NCR,Series A,1.22,26.75,1.02,0.5,2.0,50,20,30,Tier 2 (Mid-size VC),Medium,Independent
D6D13B83,HealthTech,2018,USA,Miami,Seed,0.67,15.17,2.66,0.46,1.2,24,0,24,Corporate VC (e.g. Google Ventures),Medium,Independent
725039FD,Autonomous Vehicles,2021,USA,San Francisco,Series B,9.84,119.94,4.06,0.83,10.6,42,0,42,Tier 3 (Angel/Seed),High,Acquired
F6EA0FA1,Generative AI,2022,Israel,Tel Aviv,Seed,7.75,43.66,3.37,1.01,7.0,55,0,55,Corporate VC (e.g. Google Ventures),Low,Independent
AC66E0E9,ClimateTech,2022,USA,Austin,Seed,0.0,45.48,4.01,0.43,0.0,38,15,23,Bootstrapped,High,Independent
A5BF70BF,Web3/Crypto,2017,India,Mumbai,Series B,176.66,1268.67,59.0,16.76,10.5,953,807,146,Tier 3 (Angel/Seed),Medium,Closed
0D3FDBAB,Generative AI,2018,USA,Miami,Seed,5.57,53.98,1.92,0.9,5.6,45,0,45,Tier 2 (Mid-size VC),High,Independent
A97FE9D5,Web3/Crypto,2012,China,Shanghai,Seed,3.6,18.54,0.78,0.66,4.7,34,22,12,Tier 3 (Angel/Seed),Medium,Acquired (Fire Sale)
64A8BEEB,HealthTech,2020,Israel,Tel Aviv,Series B,45.4,225.32,13.68,4.56,9.7,233,160,73,Tier 3 (Angel/Seed),None,Closed
B77E0830,FinTech,2022,India,Hyderabad,Series A,10.48,94.4,4.48,0.37,22.3,23,0,23,Tier 2 (Mid-size VC),High,Closed
A6B0EBE5,FinTech,2019,Japan,Tokyo,Series C+,31.93,285.7,40.2,1.85,16.4,133,27,106,Corporate VC (e.g. Google Ventures),High,Closed
1B4EE04B,Robotics,2020,USA,New York,Series C+,60.51,250.39,11.17,5.62,10.6,393,0,393,Tier 3 (Angel/Seed),Medium,Closed
EFFC41C8,EdTech,2018,USA,San Francisco,Series A,2.21,33.97,4.49,0.36,4.8,26,0,26,Tier 2 (Mid-size VC),High,Closed
3778D526,Generative AI,2016,China,Shanghai,Seed,0.0,18.57,2.01,0.46,0.0,31,0,31,Bootstrapped,Medium,Closed
2DD17E2D,Generative AI,2024,China,Beijing,Series C+,263.73,3132.31,176.37,5.07,51.0,363,0,363,Tier 2 (Mid-size VC),None,Independent
8AAD2C5F,Cybersecurity,2023,USA,Miami,Series C+,62.58,564.34,20.55,1.39,42.0,76,0,76,Tier 3 (Angel/Seed),High,Independent
E5BA1CAA,ClimateTech,2018,USA,Miami,Pre-IPO,261.31,1034.47,38.45,18.98,13.7,1081,307,774,Tier 2 (Mid-size VC),Medium,Independent
F410AF88,ClimateTech,2024,USA,New York,Series A,19.51,164.07,6.08,0.52,31.5,28,0,28,Tier 3 (Angel/Seed),High,Closed
904FE51E,Web3/Crypto,2021,Singapore,Singapore,Series A,0.0,23.26,1.72,0.33,0.0,23,15,8,Bootstrapped,None,Closed
F73D73CC,HealthTech,2013,USA,Boston,Series B,6.76,36.25,1.21,0.73,8.1,42,0,42,Tier 2 (Mid-size VC),Medium,Independent
3A2D6568,Robotics,2021,USA,Miami,Series B,24.61,188.19,14.45,2.36,10.0,147,61,86,Tier 2 (Mid-size VC),High,Independent
0F94D650,HealthTech,2020,USA,Austin,Series A,5.31,39.08,3.33,0.27,14.4,19,6,13,Tier 3 (Angel/Seed),Low,Independent
5ECAF79B,ClimateTech,2019,USA,San Francisco,Seed,1.52,25.33,0.91,0.13,6.6,12,0,12,Tier 2 (Mid-size VC),High,Independent
B84B74E1,HealthTech,2022,USA,Miami,Series B,0.0,37.85,7.1,0.5,0.0,33,0,33,Bootstrapped,Medium,Independent
51403BDC,Robotics,2020,China,Shenzhen,Seed,1.58,29.66,1.62,0.48,2.7,34,17,17,Tier 2 (Mid-size VC),Medium,Closed
F9E31A30,Generative AI,2021,Israel,Tel Aviv,Seed,12.3,72.59,12.11,0.59,17.8,33,0,33,"Tier 1 (e.g. Sequoia, a16z)",High,Independent
8A8F7518,Generative AI,2017,USA,Boston,Series B,85.48,583.37,78.55,3.74,22.3,271,0,271,Tier 2 (Mid-size VC),Medium,Independent
6F7679CF,Web3/Crypto,2019,USA,Austin,Seed,5.81,54.89,2.63,0.24,17.1,14,5,9,Tier 3 (Angel/Seed),None,Independent
EE90443A,ClimateTech,2024,USA,Miami,Pre-IPO,96.93,410.72,13.87,2.73,34.3,224,0,224,Corporate VC (e.g. Google Ventures),Medium,Independent
92452D7F,ClimateTech,2021,USA,Seattle,Seed,0.29,22.05,1.33,0.5,0.5,37,0,37,Corporate VC (e.g. Google Ventures),High,Closed
57E51EB5,ClimateTech,2020,USA,Seattle,Series C+,22.91,203.55,8.58,2.02,10.8,128,62,66,Corporate VC (e.g. Google Ventures),Medium,Closed
D7291854,SpaceTech,2020,USA,San Francisco,Seed,0.0,40.26,1.42,0.56,0.0,47,18,29,Bootstrapped,Medium,Independent
1CF74DC1,SpaceTech,2021,Israel,Tel Aviv,Seed,2.44,28.06,3.39,0.87,2.5,49,22,27,Tier 2 (Mid-size VC),High,Independent
3BC30D31,Robotics,2020,China,Shanghai,Series A,6.39,40.63,3.09,0.31,15.6,19,0,19,Tier 2 (Mid-size VC),None,Independent
61AD2187,Generative AI,2021,USA,Austin,Series A,167.1,1403.95,49.7,6.52,25.2,590,0,590,"Tier 1 (e.g. Sequoia, a16z)",None,Independent
